movieId,imdbId,avgRating,numRatings
336,114888,4.8,690
337,108550,7.8,194754
338,114857,5.6,26005
339,114924,6.7,82999
340,111667,6.7,11191
341,109655,7.1,1003
342,110598,7.2,31879
343,112435,5.8,4856
344,109040,6.9,250829
345,109045,7.5,42519
346,106339,6.7,5299
347,104779,7.2,30796
348,109348,7.5,32841
349,109444,6.9,80158
350,109446,6.7,53650
351,109484,6.5,11385
352,109504,6.9,7865
353,109506,7.6,153153
354,109450,6.5,6579
355,109813,4.9,68913
356,109830,8.8,1568680
357,109831,7.1,124143
358,113305,6.5,16508
359,110091,6.8,1375
360,110093,5.3,10692
361,110167,6.3,31670
362,110213,6.0,14893
363,107472,8.0,1383
364,110357,8.5,813063
365,107426,6.1,14217
366,111686,6.5,45431
367,110475,6.9,308963
368,110478,7.0,93705
369,110588,6.4,3996
370,110622,6.5,87805
371,110771,6.6,11848
372,110950,6.6,41357
373,105226,7.0,18120
374,110989,5.3,57319
375,111054,6.4,1117
376,110997,6.4,37698
377,111257,7.2,297730
378,111256,5.7,4530
379,111438,5.8,50926
380,111503,7.2,216475
381,111693,6.6,18800
382,111742,6.2,48504
383,111756,6.7,40965
384,112443,5.4,2540
385,110455,6.8,863
386,111048,5.9,4459
387,110399,5.9,5921
388,112570,7.2,439
389,109454,7.0,1590
390,59170,6.8,12461
391,110186,6.6,3113
392,108069,7.4,1358
393,111301,3.9,59833
394,112702,6.7,3218
395,112849,5.8,114
396,113014,5.5,1612
397,113043,3.5,918
398,113104,8.0,317
399,113173,6.0,166
400,113319,6.1,143
401,113827,5.0,155
402,114047,5.4,185
403,112889,7.1,287
404,109339,7.2,87
405,110027,4.4,18406
406,109785,6.3,399
407,113409,7.2,52309
408,109021,6.5,4286
409,109035,6.6,12378
410,106220,6.7,68202
411,111804,6.7,842
412,106226,7.2,43237
413,109068,6.1,42454
414,109067,5.5,7985
415,106292,5.5,12212
416,109198,5.1,10788
417,109219,7.0,5209
418,106379,5.4,3603
419,106400,4.9,16030
420,109254,5.5,69532
421,109279,6.6,8376
422,109297,6.2,7174
423,109303,6.2,25978
424,109305,6.1,10889
425,109306,6.4,6141
426,106452,5.9,15148
427,106471,4.6,10643
428,106489,7.8,114459
429,109361,5.2,7679
430,106505,5.0,2002
431,106519,7.9,183198
432,109439,5.5,16771
433,109443,5.7,3415
434,106582,6.4,109568
435,106598,5.3,46442
436,109456,5.1,20974
437,109480,5.0,5820
438,109493,5.8,7144
439,106660,5.7,3215
440,106673,6.8,45114
441,106677,7.7,144682
442,106697,6.6,143012
443,109729,7.6,1682
444,106834,4.3,6668
445,106873,5.7,6226
446,106332,8.1,21696
447,109783,5.3,2349
448,106881,7.1,19628
449,106880,7.2,3622
450,111732,6.7,12248
451,106926,6.3,4523
452,111712,6.7,1478
453,106941,6.1,10828
454,106918,6.8,104095
455,106965,5.9,61168
456,109842,7.6,10991
457,106977,7.8,241500
458,107004,6.5,7777
459,109890,5.7,15754
460,109891,4.7,6844
461,109913,5.6,1842
462,109920,5.1,2161
463,107057,5.6,4247
464,107076,6.1,40118
465,107096,6.8,12170
466,107144,6.6,77055
467,113674,5.4,1585
468,112966,6.6,15215
469,107151,6.9,19168
470,110064,4.4,4045
471,110074,7.3,72007
472,110097,5.6,2281
473,110123,4.9,11578
474,107206,7.2,83822
475,107207,8.1,138806
476,110137,6.5,1226
477,108551,7.3,15370
478,110197,5.3,2819
479,107286,6.6,13893
480,107290,8.1,766193
481,107302,6.7,46992
482,110265,6.5,18647
483,107322,7.6,6720
484,110305,5.9,4662
485,107362,6.3,122765
486,107413,5.5,4952
487,110353,5.4,5925
488,107468,6.8,7800
489,107478,5.0,14538
490,107497,6.4,20651
491,107501,6.7,25723
492,107507,7.4,33483
493,107554,7.5,45978
494,116253,6.4,46049
495,74102,6.6,16051
496,111689,7.0,1096
497,107616,7.4,41688
498,107611,5.8,6319
499,107613,5.9,2887
500,107614,7.0,215638
501,107653,7.9,29449
502,110657,4.4,22499
503,110649,5.7,955
504,110678,6.1,17418
505,110687,4.4,12418
506,107756,7.2,11961
507,107808,7.5,66552
508,107818,7.7,203568
509,107822,7.6,72151
510,107840,6.0,10863
511,107889,6.4,8321
512,111003,5.9,7693
513,110939,6.2,3056
514,110955,6.9,21849
515,107943,7.9,56158
516,110971,6.2,15561
517,107969,6.2,39071
518,111001,5.8,10667
519,107978,4.0,41554
520,107977,6.7,105211
521,107983,6.6,12050
522,105275,6.8,35135
523,108000,7.1,2217
524,108002,7.6,49392
525,108026,7.2,2134
526,105032,7.1,2030
527,108052,8.9,1061612
528,111094,5.3,5512
529,108065,7.5,26833
530,111102,7.1,1331
531,108071,7.3,32784
532,111127,6.7,24263
533,111143,6.0,21250
534,108101,7.4,15228
535,108122,7.7,39163
536,111194,6.3,4679
537,111201,5.8,9224
538,108149,6.9,18393
539,108160,6.8,142626
540,108162,5.0,26027
541,83658,8.2,615593
542,108186,5.7,15620
543,108174,6.4,30813
544,108238,5.8,37473
545,89256,4.7,582
546,108255,4.0,44902
547,111323,6.2,9518
548,111400,5.4,11967
549,108328,7.5,3350
550,111418,6.2,11866
551,107688,8.0,264813
552,108333,6.4,46233
553,108358,7.8,112724
554,111488,5.4,1563
555,108399,7.9,185823
556,108515,7.4,3454
558,110763,6.0,18817
559,107779,5.2,425
560,109226,5.3,237
561,110259,6.1,553
562,114906,7.4,29666
563,107002,7.1,4187
564,109403,5.0,5148
565,104029,6.7,23964
566,110623,5.7,1445
567,107315,6.5,10949
568,106408,6.4,943
569,110363,6.1,8836
570,107349,6.5,1804
571,111709,7.3,196
572,109828,5.8,287
573,107225,6.9,1690
574,111252,6.3,5613
575,110366,6.3,39214
576,106878,5.8,183
577,109120,5.7,5873
579,108059,6.8,763
580,110892,6.0,2283
581,112651,7.8,5725
582,107642,6.1,959
583,109382,7.3,6332
584,106678,7.0,312
585,112572,6.0,19114
586,99785,7.5,400760
587,99653,7.0,176027
588,103639,8.0,312181
589,103064,8.5,888677
590,99348,8.0,216763
591,114706,6.0,379
592,96895,7.5,308092
593,102926,8.6,1104447
594,29583,7.6,160760
595,101414,8.0,381056
596,32910,7.5,113127
597,100405,7.0,254698
598,110719,7.4,1245
599,65214,8.0,71030
600,110395,6.1,3645
601,111752,6.9,207
602,109934,7.5,381
603,112606,6.1,4406
604,115978,6.4,23
605,117247,6.5,40119
606,112625,5.3,8831
607,106537,6.2,272
608,116282,8.1,551690
609,116552,5.9,12384
610,82509,6.7,27754
611,116514,5.1,17235
612,117283,5.0,7350
613,116684,6.8,8392
614,110374,4.6,497
615,70506,7.6,1369
616,65421,7.1,80546
617,113083,7.1,9083
618,118001,5.4,4969
619,116165,2.6,7834
620,102855,6.3,1104
621,107471,7.2,1746
623,113839,5.8,156
624,112712,5.0,305
625,90665,6.8,1088
626,117891,5.7,3779
627,113613,6.8,13363
628,117381,7.7,160304
629,114305,6.1,205
630,115837,6.4,1395
631,115509,5.5,4895
632,114671,7.6,9188
633,112844,6.8,1133
634,114658,2.5,3732
635,116275,7.0,2990
636,113122,4.9,590
637,117608,5.8,19914
638,113448,6.6,4702
639,116414,5.1,5459
640,116095,5.4,12328
641,111543,5.6,3691
642,117517,6.2,131
643,117312,5.9,97
644,116485,5.3,50
645,113947,7.4,3767
647,115956,6.6,46140
648,117060,7.1,353525
649,109028,7.1,1621
650,117071,6.5,3742
651,117788,4.2,747
652,112257,6.5,925
653,116136,6.4,85490
654,118026,5.5,44
655,117117,6.9,166
656,116168,5.2,8696
657,111787,6.5,1392
658,112509,4.9,145
659,54189,7.8,11624
660,115591,6.0,694
661,116683,6.7,55476
662,116287,6.2,36587
663,116768,6.9,7709
664,116269,6.0,1848
665,114787,8.1,50375
666,113720,7.0,4964
667,112536,4.8,2642
668,48473,8.5,18659
670,52572,8.3,9552
671,117128,7.4,16965
672,114616,5.2,123
673,117705,6.4,137811
674,62711,5.9,28733
675,110061,4.3,205
676,140614,4.9,194
678,108181,7.5,1577
679,114307,6.3,352
680,58898,7.2,19982
681,82206,7.6,4416
682,111430,6.8,341
683,107727,7.3,298
684,81759,4.7,472
685,113443,7.1,2543
687,109491,6.8,638
688,114048,5.0,7818
690,111613,6.9,534
691,117104,6.2,6375
692,117688,3.9,3856
693,109751,7.2,202
694,117774,5.9,10694
695,114736,5.3,1992
696,112604,6.3,1789
697,116289,5.4,9899
698,109593,4.5,1689
699,103095,5.4,18
700,112368,6.7,5945
701,104046,7.6,3508
702,62952,7.7,8228
703,115742,4.9,3273
704,117420,5.6,21975
705,115951,6.8,1694
706,117784,5.9,1406
707,117107,6.2,14586
708,117979,6.3,23847
709,95776,6.7,38532
710,115851,5.2,9050
711,116322,5.2,9203
712,109374,6.4,2084
713,110712,5.2,1711
714,112817,7.7,82514
715,113362,7.1,5322
716,73778,6.6,2957
717,112546,6.7,1511
718,108500,7.0,28890
719,117108,6.0,27724
721,114103,6.9,46
722,113270,7.3,410
723,92123,6.7,191
724,115963,6.3,67021
725,116448,5.4,7944
726,116827,5.8,3680
727,114894,8.0,48
728,112701,7.3,6190
729,113429,7.3,1558
731,116508,5.7,4657
732,117260,5.8,1314
733,117500,7.4,289518
734,116405,4.5,1112
735,109592,7.2,18288
736,117998,6.3,160157
737,115624,3.3,22929
738,113145,6.8,411
739,116559,4.2,46
741,113568,8.0,112673
742,117894,5.7,24481
743,117723,5.3,33582
744,112586,6.8,126
745,112691,8.2,35141
746,40366,7.4,5019
747,117768,4.2,6088
748,115571,6.3,29215
749,31612,6.1,166
750,57012,8.4,407596
751,103926,7.1,1585
752,105737,7.0,23
753,113849,6.4,2009
754,113188,6.0,3751
755,42644,6.6,1591
756,109381,7.9,233
757,109688,7.2,11732
758,104606,7.2,231
759,110480,7.4,393
760,108211,7.5,27649
761,117331,4.9,30228
762,117765,4.4,39422
763,116833,6.3,1650
764,113280,6.9,4100
765,116669,5.8,51970
766,116594,6.6,5982
767,113211,7.0,2878
768,114494,7.1,579
769,116992,7.1,62
771,94265,6.1,138
772,105201,6.8,68
773,70820,7.2,1844
774,84898,6.9,175
775,63715,6.6,4926
776,109191,5.5,104
777,114122,6.9,510
778,117951,8.2,580273
779,118523,4.8,2514
780,116629,7.0,488336
781,117737,6.6,23447
782,116277,5.8,42937
783,116583,6.9,124425
784,115798,6.1,139455
785,116778,6.9,70988
786,116213,6.1,95512
787,113147,8.8,259
788,117218,5.6,100036
789,100990,7.2,535
790,111546,7.5,796
791,113610,8.6,29
792,93199,6.7,108
793,106810,7.0,124
794,111180,5.6,239
795,111237,5.2,628
796,72362,6.7,646
797,103207,6.2,302
798,116040,5.9,60498
799,116365,7.1,75929
800,116905,7.5,25863
801,116493,6.0,8922
802,117333,6.4,70196
803,118113,6.8,2874
804,117628,6.0,15386
805,117913,7.4,117273
806,115530,5.7,3199
807,114266,7.5,1361
808,115493,5.7,4777
809,116320,5.3,7842
810,116756,2.9,21361
812,109356,6.7,187
813,116823,5.6,6199
814,112568,5.1,258
815,114170,4.6,238
816,117999,6.6,407
818,118073,5.6,9183
819,108220,7.0,127
820,49521,6.9,1508
821,112746,5.2,86
822,104403,7.1,327
823,61495,7.6,5097
824,110246,7.0,430
825,116164,6.9,1351
826,112865,5.5,17
827,112716,6.0,880
828,115472,5.3,4713
829,116707,5.4,11707
830,116313,6.3,37776
831,114550,6.6,1442
832,117438,6.6,109913
833,116531,5.5,11862
834,117332,3.9,772
835,116353,6.2,7870
836,115857,5.6,44654
837,117008,6.9,108469
838,116191,6.7,32239
839,115986,4.6,17760
840,116571,5.8,7332
841,53459,7.8,21872
842,117826,5.3,12102
843,113695,6.8,42
844,108227,6.5,50
845,111424,7.1,211
846,113080,6.3,1775
847,115680,5.2,255
848,117718,6.9,5079
849,116225,5.7,63041
850,112767,7.3,4288
851,115632,6.9,17970
852,117918,6.3,42412
853,104109,6.9,287
854,51980,8.0,2281
855,100840,6.0,158
856,107575,6.8,154
857,42054,7.3,195
858,68646,9.2,1406477
859,116536,6.9,11
860,109255,6.6,5356
861,104558,6.9,17403
862,116985,6.7,1615
864,114936,6.2,289
865,114474,7.1,1356
866,115736,7.4,46364
867,115836,4.9,4094
868,101692,6.6,924
869,116745,6.3,3947
870,119214,4.7,8756
871,116934,4.8,186
872,109066,7.5,2912
873,75169,6.9,153
874,113542,6.3,2040
875,110693,6.1,55
876,106544,6.2,3342
877,116418,6.2,705
878,112607,7.2,219
879,120004,5.7,22153
880,116654,4.5,28842
881,116311,5.2,9272
882,117965,5.7,5528
884,114592,6.0,455
885,115725,5.3,5710
886,115783,5.8,32695
887,120271,6.1,748
888,113596,5.7,5002
889,109001,6.3,574
890,94822,6.6,241
891,113253,4.9,27021
892,117991,7.3,5291
893,117093,7.2,4631
894,24252,7.7,1144
895,105729,6.2,177
896,111019,7.5,4691
897,35896,7.0,7476
898,32904,8.0,57633
899,45152,8.3,191764
900,43278,7.2,26873
901,50419,7.1,23210
902,54698,7.7,148902
903,52357,8.3,313078
904,47396,8.5,389925
905,25316,8.1,83228
906,36855,7.8,20464
907,25164,7.6,6114
908,53125,8.3,266306
909,53604,8.3,139987
910,53291,8.2,215522
911,56923,8.0,58886
912,34583,8.5,466806
913,33870,8.1,138255
914,58385,7.9,78418
915,47437,7.7,52299
916,46250,8.1,115926
917,31580,7.3,4995
918,37059,7.6,18007
919,32138,8.0,346456
920,31381,8.2,259698
921,84370,7.4,7864
922,43014,8.4,174871
923,33467,8.3,356904
924,62622,8.3,529976
925,39428,6.7,908
926,42192,8.3,105335
927,32143,8.0,11262
928,32976,8.1,108973
929,32484,7.6,16238
930,38787,8.0,83915
931,38109,7.6,38737
932,50105,7.6,25276
933,48728,7.5,55106
934,42451,7.2,9049
935,45537,7.5,8858
936,31725,8.0,16867
937,50658,7.3,12177
938,51658,6.8,17453
939,52126,6.9,1131
940,29843,8.0,43330
941,32762,7.6,8564
942,37008,8.0,37753
943,39420,7.9,14000
944,29162,7.8,10904
945,27125,7.8,15447
946,35446,8.2,22840
947,28010,8.1,18316
948,49261,7.7,30705
949,48028,8.0,35927
950,25878,8.1,23773
951,32599,8.0,47741
952,48960,6.8,21698
953,38650,8.6,349165
954,31679,8.2,96677
955,29947,8.0,50365
956,34012,7.2,5478
957,17350,7.8,1377
958,36094,6.4,1831
959,25586,7.3,5359
960,38300,6.9,2074
961,27893,7.3,1558
962,32022,7.0,1720
963,41509,6.8,2760
964,39152,7.0,4537
965,26029,7.8,46036
966,38235,7.3,3084
967,36241,5.5,3508
968,63350,7.9,103421
969,43265,7.9,65670
970,46414,6.6,7245
971,51459,8.1,39532
972,47162,6.2,2978
973,33891,7.7,10821
974,29855,6.8,2116
975,29588,6.4,665
976,22879,6.5,4316
977,27980,6.0,121
979,114007,6.9,436
980,93229,6.7,1086
981,118927,4.5,1766
982,48491,7.2,7205
983,113730,6.4,242
984,117357,5.3,539
985,117669,7.5,135
986,116329,6.8,21810
987,118742,6.1,1907
988,116442,6.7,3284
989,114354,7.1,1466
990,117011,5.5,18359
991,117039,7.2,27286
992,117473,5.2,2843
993,116635,6.1,1573
994,115678,7.3,15009
996,116830,6.4,49583
997,115847,6.8,1072
998,117603,6.9,12316
999,115438,6.5,17188
1000,115994,5.9,4584
1001,83587,6.1,126
1002,116167,6.4,418
1003,116259,6.1,15819
1004,116421,5.4,17380
1005,116000,5.4,22132
1006,115862,6.0,11695
1007,72653,6.4,4268
1008,47977,7.1,2922
1009,72951,6.4,8158
1010,64603,6.5,12482
1011,71607,5.6,6519
1012,50798,7.3,10319
1013,55277,7.1,16722
1014,54195,7.4,7956
1015,107131,6.9,38404
1016,53271,6.5,3733
1017,54357,7.2,11984
1018,59793,6.7,4924
1019,46672,7.2,25644
1020,106611,6.9,82866
1021,109127,6.1,25993
1022,42332,7.3,128282
1023,63819,8.0,4266
1024,38166,6.5,10358
1025,57546,7.2,78385
1026,41890,7.1,1096
1027,102798,6.9,163940
1028,58331,7.8,137456
1029,33563,7.3,104423
1030,76538,6.4,20222
1031,66817,7.1,30641
1032,43274,7.4,113903
1033,82406,7.3,75280
1034,116361,6.9,24483
1035,59742,8.0,178919
1036,95016,8.2,708046
1037,104692,5.4,31307
1038,118044,6.6,1962
1039,114597,6.7,106
1040,117582,5.8,2102
1041,117589,8.0,33209
1042,117887,6.9,56287
1043,117924,5.8,4373
1044,117791,6.4,6462
1045,116928,5.2,1085
1046,115640,7.6,21071
1047,116908,6.8,66880
1049,116409,6.8,51813
1050,116913,7.4,7545
1051,117958,7.2,12564
1052,117400,5.6,189
1053,117202,6.3,2015
1054,116404,6.8,4563
1055,120107,4.9,4148
1056,116722,7.0,9411
1057,116242,6.8,33249
1058,115600,7.2,600
1059,117509,6.8,192285
1060,117802,7.3,70231
1061,117665,7.6,173141
1062,117781,6.2,3415
1063,116714,6.3,1582
1064,115491,6.4,28935
1065,43140,6.9,556
1066,29546,7.6,5874
1067,28757,6.9,1584
1068,39286,7.4,6551
1069,37101,7.6,10577
1070,44863,6.7,2453
1071,109823,6.3,852
1073,67992,7.8,157369
1075,111622,5.8,513
1076,55018,7.9,23159
1077,70707,7.3,37294
1078,66808,7.1,31417
1079,95159,7.6,120969
1080,79470,8.1,328214
1081,84865,7.6,17605
1082,68334,7.1,8795
1083,59243,7.3,14490
1084,61418,7.9,92202
1085,52027,7.0,6355
1086,46912,8.2,137852
1087,113731,7.0,530
1088,92890,6.9,170635
1089,105236,8.3,805321
1090,91763,8.1,345967
1091,98627,6.4,43560
1092,103772,6.9,154250
1093,101761,7.2,76532
1094,104036,7.3,46784
1095,104348,7.8,87620
1096,84707,7.6,36073
1097,83866,7.9,331143
1098,117577,6.0,1296
1099,29992,7.5,5447
1100,99371,6.0,70931
1101,92099,6.9,257256
1102,115531,5.4,571
1103,48545,7.8,74834
1104,44081,8.0,90188
1105,115885,4.3,3879
1106,116859,7.4,151
1107,102336,7.7,17
1109,115870,7.2,50
1110,115684,4.8,147
1111,117040,7.9,10108
1112,117284,6.6,2291
1113,115580,6.1,6962
1114,116378,6.6,7674
1115,114472,5.1,45
1116,113057,7.2,1367
1117,116581,7.6,8295
1118,114622,4.9,1027
1119,112907,6.3,894
1120,117318,7.3,80978
1121,116422,5.6,3191
1122,114147,6.4,61
1123,117320,7.3,257
1124,82846,7.7,25013
1125,72081,7.1,22450
1126,101775,5.9,24566
1127,96754,7.6,149210
1128,80749,6.8,56150
1129,82340,7.2,110088
1130,82533,6.6,27345
1131,91288,8.1,22085
1132,91480,8.0,18873
1133,111357,6.2,28
1134,107274,6.7,485
1135,81375,6.1,21330
1136,71853,8.3,452697
1137,116587,5.9,1087
1138,112777,7.2,199
1139,116245,6.1,180
1140,116212,6.3,380
1141,113328,7.1,117
1142,116403,7.1,17
1143,117968,7.1,1066
1144,116886,7.2,208
1145,117677,7.7,44
1146,112759,5.1,191
1147,118147,8.0,13662
1148,108598,8.3,46576
1149,110173,7.3,627
1150,84589,7.4,3646
1151,109781,7.5,3183
1152,40427,7.2,4086
1153,40723,7.3,3531
1154,39881,7.0,2646
1155,92281,5.9,7
1156,34493,7.8,2072
1157,39004,7.0,404
1158,26465,6.4,122
1159,26656,6.2,112
1160,25799,6.9,553
1161,78875,7.6,20173
1162,69198,7.5,5308
1163,110521,7.4,887
1164,60304,6.9,5693
1165,115715,3.9,118
1166,113031,5.1,64
1167,116059,5.3,3400
1168,115610,5.8,4869
1169,99028,7.9,680
1170,112483,4.8,1729
1171,103850,7.0,12486
1172,95765,8.5,196002
1173,97108,7.6,31209
1174,109942,6.4,1679
1175,101700,7.7,74250
1176,101765,7.8,35512
1177,101811,7.4,5578
1178,50825,8.4,152333
1179,99703,7.0,23256
1180,102014,7.2,1389
1181,120121,4.9,463
1183,116209,7.4,163603
1184,102426,7.4,12345
1185,97937,7.9,59973
1186,98724,7.2,44020
1187,105107,7.5,4620
1188,105488,7.2,23038
1189,96257,8.0,19496
1190,101026,7.0,21259
1191,102370,6.2,8176
1192,100332,8.1,8207
1193,73486,8.7,814103
1194,78446,7.0,32858
1196,80684,8.8,1029446
1197,93779,8.1,351398
1198,82971,8.5,794734
1199,88846,8.0,173009
1200,90605,8.4,589228
1201,60196,8.9,608597
1202,94336,7.8,35851
1203,50083,8.9,577828
1204,56172,8.3,236949
1206,66921,8.3,674760
1207,56592,8.3,266444
1208,78788,8.5,537141
1209,64116,8.5,265601
1210,86190,8.3,844027
1211,93191,8.1,56248
1212,41959,8.2,140889
1213,99685,8.7,884776
1214,78748,8.5,697970
1215,106308,7.6,149086
1216,95250,7.6,43928
1217,89881,8.2,97780
