movieId,rating
623,2.5
624,2.35
625,3.6
626,2.85
627,3.4
628,3.8
629,3.0
630,2.85
631,2.7
632,3.7
633,3.65
634,1.8
635,3.05
636,1.5
637,2.8
638,3.3
639,2.6
640,2.75
641,3.05
642,3.35
643,2.0
644,0.0
645,3.6
647,3.2
648,3.45
649,3.4
650,3.05
651,2.7
652,3.1
653,3.25
654,0.0
655,0.0
656,2.7
657,3.0
658,0.0
659,3.8
660,2.05
661,3.15
662,3.05
663,3.05
664,2.6
665,3.85
666,3.15
667,2.55
668,4.05
670,4.15
671,3.5
672,2.0
673,3.35
674,2.9
675,4.0
676,2.1
678,3.65
679,4.0
680,3.5
681,3.55
682,3.6
683,0.0
684,2.75
685,3.05
687,4.0
688,2.45
690,3.85
691,2.7
692,2.05
693,3.25
694,2.95
695,2.35
696,3.7
697,2.7
698,1.85
699,0.0
700,3.4
701,3.65
702,3.65
703,2.55
704,2.8
705,3.5
706,2.55
707,3.0
708,2.9
709,3.35
710,2.5
711,2.7
712,3.05
713,2.4
714,3.65
715,3.2
716,3.3
717,2.75
718,3.6
719,2.8
720,
721,
722,5.0
723,4.0
724,3.2
725,2.5
726,2.9
727,0.0
728,3.45
729,3.95
730,
731,2.4
732,2.75
733,3.5
734,2.15
735,3.55
736,3.15
737,2.0
738,3.5
739,
741,3.95
742,2.85
743,2.5
744,0.0
745,3.75
746,3.4
747,2.0
748,3.1
749,3.0
750,4.05
751,3.15
752,0.0
753,3.35
754,3.0
755,2.95
756,5.0
757,3.55
758,4.15
759,3.5
760,3.65
761,2.4
762,2.3
763,2.9
764,3.45
765,3.05
766,3.1
767,3.2
768,0.0
769,
770,
771,2.85
772,2.65
773,3.7
774,2.5
775,3.1
776,0.0
777,3.15
778,3.95
779,2.15
780,3.4
781,3.35
782,2.95
783,3.5
784,2.9
785,3.3
786,2.9
787,3.7
788,2.75
789,3.4
790,3.55
791,
792,0.0
793,4.0
794,3.5
795,2.45
796,3.55
797,2.85
798,3.0
799,3.4
800,3.55
801,3.0
802,3.15
803,3.25
804,2.75
805,3.6
806,2.7
807,3.3
808,2.7
809,2.6
810,1.9
812,3.0
813,2.8
814,2.75
815,2.0
816,3.5
818,2.85
819,3.0
820,3.45
821,
822,3.25
823,3.6
824,3.3
825,2.95
826,2.0
827,3.25
828,2.45
829,2.55
830,3.3
831,3.65
832,3.3
833,2.65
834,2.65
835,3.1
836,2.75
837,3.5
838,3.4
839,2.6
840,2.4
841,3.8
842,2.55
843,3.5
844,0.0
845,3.5
846,3.65
847,2.5
848,3.3
849,2.9
850,3.55
851,3.4
852,2.95
853,3.0
854,3.7
855,3.15
856,3.65
857,2.5
858,4.3
859,
860,3.1
861,3.3
862,3.25
864,3.75
865,3.15
866,3.5
867,2.4
868,3.3
869,3.15
870,2.4
871,2.0
872,3.55
873,2.0
874,3.1
875,0.0
876,3.15
877,2.6
878,3.65
879,2.95
880,2.3
881,2.5
882,3.1
884,2.5
885,2.85
886,2.7
887,3.15
888,3.0
889,3.0
890,4.0
891,2.5
892,3.5
893,3.5
894,3.7
895,3.75
896,3.65
897,3.3
898,3.9
899,4.05
900,3.5
901,3.55
902,3.85
903,4.1
904,4.15
905,3.9
906,3.7
907,3.8
908,4.0
909,4.1
910,4.1
911,3.9
912,4.05
913,3.9
914,3.85
915,3.75
916,3.95
917,3.45
918,3.5
919,3.75
920,3.95
921,3.6
922,4.2
923,4.05
924,4.0
925,2.4
926,4.1
927,3.55
928,3.95
929,3.6
930,3.95
931,3.75
932,3.7
933,3.65
934,3.5
935,3.6
936,3.85
937,3.6
938,3.2
939,3.4
940,3.8
941,3.7
942,3.85
943,3.8
944,3.55
945,3.85
946,3.9
947,3.9
948,3.8
949,3.85
950,3.8
951,3.75
952,3.25
953,4.1
954,4.0
955,3.8
956,3.25
957,4.2
958,3.05
959,3.5
960,3.05
961,3.2
962,3.05
963,3.2
964,3.2
965,3.75
966,2.9
967,2.7
968,3.85
969,3.7
970,3.25
971,3.9
972,3.25
973,3.65
974,3.3
975,2.7
976,3.25
977,3.0
979,2.0
980,3.65
981,2.2
982,3.45
983,2.5
984,2.65
985,0.0
986,3.3
987,2.6
988,3.25
989,3.4
990,2.75
991,3.45
992,2.55
993,3.5
994,3.55
996,3.1
997,3.2
998,3.4
999,3.05
1000,3.0
1001,3.0
1002,1.5
1003,2.9
1004,2.55
1005,2.65
1006,2.95
1007,3.25
1008,3.3
1009,3.2
1010,3.15
1011,2.9
1012,3.55
1013,3.55
1014,3.5
1015,3.35
1016,3.05
1017,3.55
1018,3.35
1019,3.5
1020,3.5
1021,2.95
1022,3.45
1023,3.75
1024,3.15
1025,3.6
1026,3.45
1027,3.4
1028,3.8
1029,3.45
1030,3.2
1031,3.45
1032,3.55
1033,3.55
1034,3.25
1035,3.8
1036,3.8
1037,2.7
1038,3.05
1039,0.0
1040,2.45
1041,3.75
1042,3.45
1043,2.65
1044,2.75
1045,2.65
1046,3.75
1047,3.3
1049,3.35
1050,3.4
1051,3.5
1052,0.0
1053,3.1
1054,3.55
1055,2.25
1056,3.25
1057,3.25
1058,3.15
1059,3.35
1060,3.45
1061,3.75
1062,3.05
1063,3.0
1064,3.1
1065,2.9
1066,3.95
1067,3.3
1068,3.3
1069,3.7
1070,2.85
1071,3.7
1073,3.7
1075,2.85
1076,3.8
1077,3.55
1078,3.4
1079,3.65
1080,3.9
1081,3.55
1082,3.5
1083,3.7
1084,3.8
1085,3.2
1086,4.0
1087,2.65
1088,3.65
1089,4.05
1090,3.85
1091,3.2
1092,3.35
1093,3.45
1094,3.5
1095,3.75
1096,3.75
1097,3.7
1098,3.1
1099,3.55
1100,3.05
1101,3.4
1102,3.4
1103,3.8
1104,3.9
1105,2.2
1106,0.0
1107,
1109,
1110,0.0
1111,3.85
1112,2.8
1113,3.25
1114,3.55
1115,3.65
1116,3.25
1117,3.75
1118,2.2
1119,0.0
1120,3.45
1121,2.75
1122,
1123,2.6
1124,3.75
1125,3.45
1126,3.05
1127,3.65
1128,3.3
1129,3.55
1130,3.2
1131,3.9
1132,3.85
1133,
1134,3.2
1135,3.05
1136,3.9
1137,3.2
1138,4.0
1139,2.0
1140,2.5
1141,
1142,
1143,3.85
1144,0.0
1145,0.0
1146,0.0
1147,3.8
1148,3.85
1149,3.65
1150,3.35
1151,3.7
1152,3.35
1153,3.55
1154,3.25
1155,
1156,3.7
1157,3.45
1158,4.0
1159,0.0
1160,3.5
1161,3.55
1162,3.4
1163,2.9
1164,3.4
1165,2.5
1166,
1167,2.5
1168,3.0
1169,3.15
1170,2.85
1171,3.35
1172,4.2
1173,3.75
1174,3.0
1175,3.7
1176,3.8
1177,3.45
1178,4.15
1179,3.3
1180,2.8
1181,2.75
1183,3.55
1184,3.8
1185,3.85
1186,3.45
1187,3.2
1188,3.2
1189,3.95
1190,3.45
1191,3.2
1192,4.2
1193,4.2
1194,3.35
1196,4.15
1197,3.85
1198,3.9
1199,3.85
1200,3.95
1201,4.2
1202,3.7
1203,4.2
1204,4.0
1206,4.1
1207,4.05
1208,4.1
1209,4.1
1210,4.0
1211,3.9
1212,4.05
1213,4.2
1214,4.0
1215,3.65
1216,3.8
1217,4.05
1218,3.9
1219,4.2
1220,3.85
1221,4.25
1222,4.05
1223,3.75
1224,3.7
1225,4.0
1226,3.7
1227,4.2
1228,3.95
1230,3.9
1231,3.75
1232,4.1
1233,4.0
1234,4.05
1235,3.85
1236,3.4
1237,4.1
1238,3.4
1240,3.75
1241,3.7
1242,3.75
1243,3.7
1244,3.9
1245,3.8
1246,4.15
1247,3.85
1248,3.85
1249,3.6
1250,3.95
1251,4.1
1252,3.95
1253,3.75
1254,4.05
1255,3.25
1256,3.8
1257,3.45
1258,4.1
1259,3.95
1260,4.05
1261,3.8
1262,3.95
1263,4.0
1264,3.5
1265,3.75
1266,3.95
1267,3.9
1268,3.55
1269,3.8
1270,4.1
1271,3.9
1272,3.7
1273,3.75
1274,3.95
1275,3.45
1276,3.9
1277,3.6
1278,3.95
1279,3.75
1280,4.0
1281,4.2
1282,3.7
1283,3.85
1284,3.85
1285,3.7
1286,3.65
1287,3.85
1288,3.85
1289,4.0
1290,3.45
1291,3.9
1292,3.85
1293,3.75
1295,3.65
1296,3.55
1297,3.35
1298,4.0
1299,3.8
1300,3.7
1301,3.65
1302,3.55
1303,3.8
1304,3.8
1305,4.05
1306,3.35
1307,3.7
1308,0.0
1309,2.5
1310,3.7
1311,1.8
1312,3.0
1313,3.0
1314,0.0
1315,3.5
1316,
1317,2.95
1318,1.95
1319,0.0
1320,3.15
1321,3.65
1322,2.0
1323,2.2
1324,1.95
1325,1.6
1326,2.95
1327,3.15
1328,1.5
1329,2.85
1330,2.85
1331,2.85
1332,3.05
1333,3.75
1334,3.1
1335,2.35
1336,2.95
1337,3.5
1339,3.65
1340,3.8
1341,3.3
1342,3.15
1343,3.6
1344,3.7
1345,3.55
1346,2.95
1347,3.6
1348,3.85
1349,3.25
1350,3.65
1351,2.8
1352,2.9
1353,3.3
1354,3.7
1355,3.05
1356,3.6
1357,3.7
1358,3.8
1359,2.85
1360,3.1
1361,3.9
1363,2.8
1364,3.45
1365,3.5
1366,3.3
1367,2.9
1368,2.75
1369,3.5
1370,3.4
1371,3.2
1372,3.45
1373,2.85
1374,3.75
1375,3.3
1376,3.6
1377,3.4
1378,3.35
1379,3.2
1380,3.7
1381,2.5
1382,2.85
1383,2.1
1384,2.75
1385,3.05
1386,3.55
1387,3.8
1388,2.95
1389,2.15
1390,3.05
1391,3.1
1392,3.15
1393,3.4
1394,3.55
1395,3.3
1396,3.45
1397,3.6
1398,2.95
1399,3.35
1400,0.0
1401,3.15
1404,3.25
1405,3.3
1406,3.65
1407,3.55
1408,3.65
1409,2.8
1410,3.05
1411,3.75
1412,3.65
1413,3.35
1414,3.25
1415,3.25
1416,3.05
1417,3.05
1419,3.7
1420,3.25
1421,
1422,2.95
1423,0.0
1424,0.0
1425,3.05
1426,2.5
1427,2.55
1428,3.5
1429,3.2
1430,3.25
1431,2.75
1432,2.75
1433,2.65
1434,
1436,3.05
1437,3.75
1438,2.95
1439,2.5
1440,2.65
1441,3.55
1442,3.3
1443,2.5
1444,4.1
1445,2.15
1446,3.8
1447,3.4
1448,0.0
1449,3.6
1450,3.3
1453,2.65
1454,3.15
1455,2.2
1456,2.35
1457,3.0
1458,3.0
1459,3.3
1460,2.05
1461,2.95
1462,3.25
1463,3.5
1464,3.8
1465,3.4
1466,3.75
1467,1.9
1468,2.65
1470,3.3
1471,2.25
1472,2.9
1473,2.85
1474,2.5
1475,2.7
1476,3.4
1477,4.0
1479,3.0
1480,3.3
1482,3.1
1483,3.25
1484,2.95
1485,3.25
1486,3.0
1487,3.5
1488,3.0
1489,3.25
1490,2.35
1493,2.95
1495,2.4
1496,3.2
1497,2.35
1498,3.0
1499,2.45
1500,3.5
1501,2.65
1502,3.45
1503,2.6
1504,3.2
1507,3.3
1508,2.7
1509,3.05
1510,4.0
1511,2.35
1513,3.05
1514,3.5
1515,2.75
1516,2.65
1517,3.25
1518,3.3
1519,4.0
1520,2.8
1522,2.3
1523,3.2
1524,3.0
1525,2.25
1526,2.65
1527,3.7
1528,3.0
1529,3.3
1531,2.8
1532,2.8
1533,3.85
1534,3.6
1535,3.4
1537,3.65
1538,1.75
1539,3.2
1541,3.05
1542,3.55
1543,4.0
1544,3.2
1545,3.8
1546,3.2
1547,2.75
1548,3.4
1549,2.85
1550,2.65
1551,2.05
1552,3.3
1553,2.0
1554,3.45
1555,2.5
1556,2.15
1557,3.0
1558,3.0
1559,0.0
1561,2.75
1562,2.1
1563,3.75
1564,3.2
1565,2.95
1566,3.75
1567,3.15
1568,4.0
1569,3.25
1570,2.95
1571,3.15
1572,3.75
1573,3.45
1574,3.5
1575,3.2
1577,3.5
1578,0.0
1579,3.9
1580,3.5
1581,2.8
1582,2.8
1583,2.75
1584,3.65
1585,3.5
1586,3.1
1587,3.35
1588,2.7
1589,3.35
1590,3.25
1591,2.6
1592,2.65
1593,2.6
1594,3.5
1595,2.85
1596,3.5
1597,3.25
1598,3.05
1599,2.05
1600,2.9
1601,3.2
1602,2.45
1603,2.9
1604,2.95
1605,2.75
1606,2.7
1608,3.15
1609,3.3
1610,3.65
1611,3.5
1612,2.3
1613,2.6
1614,3.25
1615,3.35
1616,2.9
1617,3.9
1619,3.55
1620,3.15
1621,3.4
1622,2.25
1623,2.9
1624,2.95
1625,3.8
1626,2.55
1627,3.3
1628,2.2
1629,3.2
1630,
1631,3.3
1632,1.6
1633,3.0
1635,3.5
1636,2.55
1639,3.4
1640,2.85
1641,3.5
1642,2.0
1643,3.4
1644,2.9
1645,3.65
1646,2.6
1647,2.85
1648,3.3
1649,3.95
1650,3.55
1651,2.9
1652,2.9
1653,3.75
1654,3.1
1655,2.65
1656,3.3
1657,0.0
1658,3.15
1659,2.5
1660,3.1
1661,2.95
1662,3.3
1663,3.3
1664,3.75
1665,3.2
1666,2.65
1667,3.05
1668,2.9
1669,2.85
1670,3.25
1671,3.2
1672,3.45
1673,3.8
1674,3.5
1675,3.0
1676,3.4
1677,3.0
1678,3.65
1679,1.4
1680,3.3
1681,2.0
1682,4.0
1683,3.6
1684,2.3
1685,2.4
1686,3.05
1687,3.1
1688,3.8
1689,3.2
1690,3.0
1692,2.25
1693,3.5
1694,3.2
1695,3.0
1696,3.45
1697,3.0
1698,2.8
1699,3.35
1701,3.7
1702,2.75
1703,2.85
1704,4.0
1705,3.0
1706,0.0
1707,2.55
1708,0.0
1709,
1710,2.5
1711,3.2
1713,3.15
1714,0.0
1715,2.75
1716,5.0
1717,3.15
1718,2.5
1719,3.55
1720,
1721,3.9
1722,3.1
1723,2.25
1724,3.2
1725,4.35
1726,3.05
1727,3.4
1728,3.55
1729,3.65
1730,3.5
1731,2.05
1732,3.95
1733,3.5
1734,3.55
1735,3.3
1738,
1739,2.1
1740,0.0
1742,2.4
1743,0.0
1744,2.4
1746,2.9
1747,3.45
1748,3.7
1749,2.4
1750,2.35
1752,2.8
1753,3.15
1754,3.35
1755,3.35
1756,2.95
1757,3.85
1759,3.6
1760,2.4
1762,3.05
1764,2.0
1765,1.0
1767,2.8
1768,3.6
1769,3.0
1770,2.8
1771,2.95
1772,2.65
1773,3.25
1774,
1776,3.05
1777,3.3
1779,3.0
1780,3.35
1781,2.25
1782,3.0
1783,2.85
1784,3.7
1785,3.35
1787,0.0
1788,0.0
1789,
1791,3.1
1792,3.15
1793,3.25
1794,3.25
1795,3.25
1796,2.5
1797,3.35
1798,2.85
1799,3.35
1801,3.25
1804,3.0
1805,3.15
1806,3.1
1807,2.85
1809,3.8
1810,3.1
1811,3.85
1812,2.85
1814,2.9
1815,3.0
1816,2.7
1817,2.5
1819,3.5
1820,2.85
1821,2.9
1822,2.0
1824,2.75
1825,3.05
1826,1.45
1827,3.45
1829,2.9
1830,
1831,2.6
1832,2.65
1833,3.1
1834,3.55
1835,3.3
1836,3.3
1837,3.2
1839,2.6
1840,3.35
1841,2.75
1842,2.5
1843,2.7
1844,3.55
1845,3.15
1846,3.55
1848,2.95
1849,2.7
1850,3.0
1851,4.0
1852,3.0
1853,2.2
1854,2.85
1855,2.35
1856,2.95
1857,2.8
1858,3.1
1859,3.65
1860,3.8
1861,3.4
1862,2.3
1863,2.15
1864,2.65
1865,3.15
1866,2.95
1867,1.9
1869,2.6
1870,3.65
1871,2.5
1872,3.75
1873,3.65
1874,2.5
1875,2.85
1876,3.0
1877,0.0
1878,2.1
1879,3.45
1880,3.8
1881,3.45
1882,2.75
1883,3.15
1884,3.6
1885,3.0
1886,2.9
1887,2.8
1888,3.0
1889,3.35
1890,2.95
1891,3.05
1892,3.2
1893,3.55
1894,2.85
1895,3.1
1896,2.9
1897,3.25
1898,3.25
1899,2.85
1900,3.95
1901,0.0
1902,3.0
1903,3.65
1904,3.45
1905,3.0
1906,3.0
1907,3.9
1908,3.5
1909,3.35
1910,3.35
1911,2.75
1912,3.3
1913,3.6
1914,3.4
1915,3.65
1916,3.6
1917,3.3
1918,3.25
1919,2.9
1920,3.1
1921,3.55
1922,3.75
1923,3.25
1924,2.1
1925,3.65
1926,2.75
1927,3.9
1928,2.8
1929,3.45
1930,2.75
1931,3.7
1932,3.15
1933,3.4
1934,3.75
1935,3.65
1936,3.55
1937,3.5
1938,3.8
1939,3.85
1940,3.65
1941,3.8
1942,3.55
1943,3.2
1944,3.7
1945,4.05
1946,3.8
1947,3.65
1948,3.25
1949,3.8
1950,3.9
1951,3.55
1952,3.8
1953,3.75
1954,3.85
1955,3.75
1956,3.75
1957,3.45
1958,3.6
1959,3.65
1960,3.8
1961,3.85
1962,3.6
1963,3.6
1964,3.35
1965,3.35
1966,3.35
1967,3.65
1968,3.9
1969,2.85
1970,3.25
1971,2.9
1972,2.7
1973,2.6
1974,3.15
1975,3.0
1976,2.85
1977,2.9
1978,2.55
1979,2.95
1980,2.65
1981,2.4
1982,3.75
1983,3.25
1984,2.5
1985,2.95
1986,2.65
1987,2.85
1988,2.9
1989,2.35
1990,2.0
1991,3.2
1992,2.95
1993,2.8
1994,3.55
1995,2.9
1996,2.35
1997,3.8
1998,2.25
1999,3.0
2000,3.55
2001,3.45
2002,3.3
2003,3.5
2004,3.2
2005,3.75
2006,3.2
2007,2.75
2008,2.0
2009,3.45
2010,4.1
2011,3.85
2012,3.7
2013,3.65
2014,3.1
2015,3.3
2016,3.2
2017,3.0
2018,3.45
2019,4.2
2020,3.6
2021,3.2
2022,3.6
2023,3.65
2024,3.1
2025,3.55
2026,2.7
2027,2.6
2028,4.05
2029,3.05
2030,4.15
2031,2.7
2032,2.6
2033,3.3
2034,2.95
2035,3.45
2036,2.65
2037,3.4
2038,2.8
2039,2.95
2040,3.1
2041,2.65
2042,2.9
2043,3.35
2044,2.9
2045,3.15
2046,3.5
2047,3.05
2048,3.5
2049,3.4
2050,2.5
2051,2.9
2052,3.4
2053,2.55
2054,3.1
2055,2.95
2056,3.2
2057,3.4
2058,3.45
2059,3.5
2060,3.0
2061,3.4
2062,3.1
2063,2.4
2064,3.65
2065,3.7
2066,3.85
2067,3.8
2068,3.9
2069,3.7
2070,3.4
2071,3.3
2072,3.35
2073,3.35
2074,3.55
2075,3.7
2076,3.85
2077,3.4
2078,3.6
2079,3.15
2080,3.5
2081,3.65
2082,3.2
2083,3.65
2084,3.2
2085,3.5
2086,2.8
2087,3.6
2088,2.6
2089,3.3
2090,3.35
2091,2.75
2092,2.85
2093,3.3
2094,3.2
2095,2.65
2096,3.45
2097,3.35
2098,3.2
2099,3.35
2100,3.05
2101,3.0
2102,3.7
2103,3.0
2104,3.35
2105,3.35
2106,3.4
2107,2.95
2108,3.3
2109,3.55
2110,3.35
2111,3.15
2112,3.3
2113,2.45
2114,3.6
2115,3.6
2116,3.2
2117,3.45
2118,3.5
2119,2.7
2120,3.05
2121,2.95
2122,2.85
2123,3.3
2124,3.45
2125,3.5
2126,2.95
2127,1.5
2128,2.95
2129,3.25
2130,3.45
2131,4.0
2132,4.0
2133,3.35
2134,3.2
2135,3.05
2136,3.35
2137,3.25
2138,3.65
2139,3.75
2140,3.65
2141,3.35
2142,3.15
2143,3.1
2144,3.4
2145,3.35
2146,3.1
2147,2.35
2148,3.05
2149,2.75
2150,3.55
2151,3.2
2152,2.3
2153,2.15
2154,2.85
2155,3.25
2156,4.35
2157,2.95
2158,2.6
2159,3.45
2160,3.85
2161,3.55
2162,2.75
2163,2.4
2164,1.7
2165,3.2
2166,3.2
2167,3.3
2168,2.85
2169,2.8
2170,2.9
2171,3.0
2172,3.15
2173,3.1
2174,3.65
2175,3.25
2176,4.0
2177,3.35
2178,3.6
2179,3.05
2180,3.25
2181,3.65
2182,3.6
2183,3.75
2184,3.55
2185,3.6
2186,3.9
2187,3.4
2188,2.8
2189,3.8
2190,3.35
2191,3.15
2192,3.55
2193,3.5
2194,3.85
2195,3.2
2196,2.4
2197,3.5
2198,4.15
2199,2.6
2200,3.25
2201,3.15
2202,3.7
2203,3.85
2204,3.45
2205,3.0
2206,3.6
2207,2.95
2208,3.8
2209,3.4
2210,3.35
2211,3.3
2212,3.3
2213,2.8
2214,2.9
2215,2.85
2216,2.55
2217,2.4
2218,2.5
2219,3.1
2220,3.0
2221,3.35
2222,2.85
2223,5.0
2224,3.15
2225,2.75
2226,3.0
2227,3.6
2229,2.8
2230,
2231,3.5
2232,3.45
2233,3.2
2234,0.0
2235,4.65
